phc_id,medicine_name,current_stock,daily_consumption,minimum_safety_stock,expiry_date,incoming_shipment_qty,incoming_shipment_eta_days
PHC-139,ORS,2040,52,364,2027-04-27,0,0
PHC-139,Cough Syrup,6956,180,1260,2026-11-30,0,0
PHC-139,Amoxicillin,5152,172,1204,2027-06-21,0,0
PHC-139,Iron Tablets,2276,81,567,2027-08-03,0,0
PHC-139,Insulin,3745,98,686,2026-09-25,0,0
PHC-140,Antiseptic Solution,627,51,357,2027-03-09,0,0
PHC-140,Iron Tablets,1320,126,882,2026-09-24,0,0
PHC-140,Insulin,1978,139,973,2026-12-26,0,0
PHC-140,Paracetamol,1593,152,1064,2026-11-12,0,0
PHC-140,Amoxicillin,1831,160,1120,2026-11-04,0,0
PHC-141,IV Fluids,1441,178,1246,2027-01-21,0,0
PHC-141,ORS,803,63,441,2027-03-16,0,0
PHC-141,Paracetamol,2358,159,1113,2026-09-26,0,0
PHC-141,Cough Syrup,1829,161,1127,2027-02-13,0,0
PHC-141,Iron Tablets,1492,174,1218,2027-04-29,0,0
PHC-141,Insulin,1392,113,791,2027-06-10,0,0
PHC-141,Amoxicillin,945,97,679,2026-11-19,0,0
PHC-141,Antiseptic Solution,1750,117,819,2027-01-26,0,0
PHC-142,Iron Tablets,1367,135,945,2026-11-10,0,0
PHC-142,Antiseptic Solution,677,53,371,2026-11-27,0,0
PHC-142,Paracetamol,461,268,1876,2027-03-26,7504,10
PHC-142,Insulin,1401,145,1015,2027-02-10,0,0
PHC-142,ORS,446,206,1442,2026-11-05,2884,3
PHC-142,IV Fluids,260,120,840,2027-08-23,1920,9
PHC-142,Amoxicillin,639,75,525,2027-06-28,0,0
PHC-142,Cough Syrup,1385,137,959,2027-05-22,0,0
PHC-143,Insulin,1805,184,1288,2027-01-12,0,0
PHC-143,Iron Tablets,1619,125,875,2027-07-01,0,0
PHC-143,Cough Syrup,735,80,560,2026-10-15,0,0
PHC-143,Paracetamol,1798,186,1302,2026-10-12,0,0
PHC-143,Antiseptic Solution,1269,87,609,2027-02-11,0,0
PHC-143,Amoxicillin,831,84,588,2026-10-18,0,0
PHC-144,Amoxicillin,1631,176,1232,2026-12-25,0,0
PHC-144,Insulin,885,95,665,2027-05-31,0,0
PHC-144,ORS,1203,96,672,2026-10-02,0,0
PHC-144,IV Fluids,1179,129,903,2026-12-21,0,0
PHC-144,Antiseptic Solution,1921,150,1050,2026-12-27,0,0
PHC-144,Paracetamol,603,67,469,2027-04-28,0,0
PHC-144,Cough Syrup,1252,112,784,2027-08-18,0,0
PHC-144,Iron Tablets,1331,153,1071,2027-06-18,0,0
PHC-145,Amoxicillin,1762,140,980,2027-01-15,0,0
PHC-145,Paracetamol,1895,148,1036,2026-11-18,0,0
PHC-145,ORS,1607,175,1225,2026-11-17,0,0
PHC-145,IV Fluids,932,107,749,2027-02-13,0,0
PHC-145,Cough Syrup,1203,141,987,2027-03-11,0,0
PHC-145,Insulin,841,80,560,2026-11-04,0,0
PHC-145,Antiseptic Solution,746,61,427,2026-12-22,0,0
PHC-145,Iron Tablets,1862,159,1113,2027-07-26,0,0
PHC-146,IV Fluids,2571,187,1309,2027-04-06,0,0
PHC-146,Insulin,856,71,497,2027-04-25,0,0
PHC-146,Iron Tablets,2216,184,1288,2027-01-12,0,0
PHC-146,Antiseptic Solution,694,72,504,2026-09-23,0,0
PHC-146,Cough Syrup,1525,102,714,2026-09-30,0,0
PHC-146,Amoxicillin,1691,142,994,2026-11-29,0,0
PHC-147,Amoxicillin,1363,53,371,2026-12-10,0,0
PHC-147,Cough Syrup,2445,65,455,2026-10-08,0,0
PHC-147,Iron Tablets,2826,94,658,2026-09-27,0,0
PHC-147,Antiseptic Solution,5534,151,1057,2027-05-12,0,0
PHC-147,Insulin,6537,191,1337,2027-02-01,0,0
PHC-147,ORS,5887,196,1372,2027-01-16,0,0
PHC-147,IV Fluids,6103,158,1106,2027-02-08,0,0
PHC-147,Paracetamol,2221,73,511,2026-11-25,0,0
PHC-148,Paracetamol,1124,130,910,2027-02-27,0,0
PHC-148,Iron Tablets,772,52,364,2027-02-13,0,0
PHC-148,Insulin,1736,151,1057,2027-03-02,0,0
PHC-148,Antiseptic Solution,1961,150,1050,2026-11-27,0,0
PHC-148,IV Fluids,763,74,518,2027-06-06,0,0
PHC-149,ORS,771,91,637,2027-07-14,0,0
PHC-149,Insulin,1497,143,1001,2026-10-28,0,0
PHC-149,Paracetamol,1232,95,665,2027-05-15,0,0
PHC-149,IV Fluids,1728,116,812,2027-01-31,0,0
PHC-149,Amoxicillin,2045,163,1141,2026-12-02,0,0
PHC-149,Cough Syrup,1198,81,567,2027-05-29,0,0
PHC-149,Antiseptic Solution,632,60,420,2027-02-15,0,0
PHC-150,Cough Syrup,1353,121,847,2027-06-28,0,0
PHC-150,Paracetamol,1302,89,623,2026-12-05,0,0
PHC-150,Amoxicillin,1065,104,728,2026-10-08,0,0
PHC-150,Antiseptic Solution,1240,147,1029,2027-03-26,0,0
PHC-150,Insulin,2375,160,1120,2027-01-09,0,0
PHC-150,IV Fluids,597,63,441,2026-10-03,0,0
PHC-150,ORS,1562,158,1106,2027-08-13,0,0
PHC-150,Iron Tablets,815,95,665,2026-10-27,0,0
